 Boro-Block-Lot, Condo Section, Neighborhood, Building Classification, Total Units, Year Built, Gross SqFt, Est. Gross Income, Gross Income per SqFt, Full Market Value,Market Value per SqFt,Normalized Market Value per SqFt,Normalized Gross Income,Normalized Gross Income per sqt,normailized full market value,,,,,
1-00219-7504,1191-R1,7,1,12,1915,51647,1497763,29,7169998,139,158.5851,1708797.807,33.0861,,,,,,
1-00220-7502,2002-R1,7,1,31,1920,94924,3156223,33.3,15100003,159,181.4031,3606349.76,37.99197,,,,,,
1-00220-7503,1392-R1,7,1,33,1900,73257,1868053,25.5,8110008,111,126.6399,2131262.238,29.09295,,,,,,
1-00222-7501,136-R1,7,1,20,1962,36435,1056615,29,5060000,139,158.5851,1205492.054,33.0861,,,,,,
1-00222-7502,1064-R1,7,1,27,1920,88496,2743376,31,13100001,148,168.8532,3129917.678,35.3679,,,,,,
1-01381-7502,582-R1,8,2,35,1941,77739,2550000,32.8,12100000,156,181.9896,2974642.411,38.26448,,,,,,
1-01382-7501,805-R1,8,2,84,1955,96152,3250000,33.8,14900000,155,180.823,3791377.204,39.43108,,,,,,
1-01385-7502,1510-R1,8,2,62,1928,273875,9000000,32.9,42800000,156,181.9896,10511634.72,38.38114,,,,,,
1-01389-7501,50-R1,8,2,72,1912,82280,2750000,33.4,13100000,159,185.4894,3205994.123,38.96444,,,,,,
1-01395-7501,87-R1,8,2,166,1963,165925,5800000,35,27600000,166,193.6556,6774883.675,40.831,,,,,,
1-01397-7504,770-R1,8,2,74,1960,104981,3520000,33.5,16700000,159,185.4894,4102772.959,39.0811,,,,,,
1-01398-7502,543-R1,8,2,52,1962,90629,2950000,32.6,14000000,154,179.6564,3446726,38.03116,,,,,,
1-01402-7501,478-R1,8,2,164,1965,129320,4525000,35,21500000,166,193.6556,5280264.92,40.831,,,,,,
1-01409-7502,573-R1,8,2,55,1929,117892,4240000,36,20100000,170,198.322,4951181.059,41.9976,,,,,,
1-01409-7503,639-R1,8,2,32,1925,53255,1900000,35.7,9030000,170,198.322,2217944.003,41.64762,,,,,,
1-01410-7501,237-R1,8,2,81,1961,123370,4200000,34,19200000,156,181.9896,4893397.028,39.6644,,,,,,
1-01410-7502,721-R1,8,2,30,1925,45621,1480000,32.4,6780000,149,173.8234,1724375.259,37.79784,,,,,,
1-01412-7501,712-R1,8,2,36,1927,54967,1650000,30,7560000,138,160.9908,1923735.066,34.998,,,,,,
1-01424-7501,466-R1,8,2,204,1957,206511,7020000,34,33400000,162,188.9892,8191134.908,39.6644,,,,,,
1-01425-7501,465-R1,8,2,88,1957,89223,2950000,33.1,13500000,151,176.1566,3445297.965,38.61446,,,,,,
1-01430-7501,784-R1,8,2,295,1957,239536,8150000,34,38700000,162,188.9892,9501051.718,39.6644,,,,,,
1-01433-7501,423-R1,8,2,218,1931,233483,8500000,36.4,40400000,173,201.8218,9914678.148,42.46424,,,,,,
1-01439-7502,802-R1,8,2,56,1910,30899,1050000,34,4990000,161,187.8226,1225590.296,39.6644,,,,,,
1-01444-7501,377-R1,8,2,198,1963,206278,7220000,35,34300000,166,193.6556,8422537.018,40.831,,,,,,
1-01445-7501,325-R1,8,2,284,1961,277477,9450000,34.1,44900000,162,188.9892,11038329.19,39.78106,,,,,,
1-01447-7501,406-R1,8,2,177,1961,175387,6670000,38,31700000,181,211.1546,7775046.02,44.3308,,,,,,
1-01448-7501,682-R1,8,2,121,1957,119227,3700000,31,16100000,135,157.491,4311796.764,36.1646,,,,,,
1-01449-7502,380-R1,8,2,149,1987,148594,6000000,40.4,28500000,192,223.9872,7003330.32,47.13064,,,,,,
1-01450-7501,707-R1,8,2,125,1961,91143,3010000,33,13800000,151,176.1566,3508804.985,38.4978,,,,,,
1-01458-7501,480-R1,8,2,16,1910,12000,370000,30.8,1480000,123,143.4918,431175.36,35.93128,,,,,,
1-01458-7502,645-R1,8,2,238,1958,304510,9900000,32.5,47000000,154,179.6564,11545344.4,37.9145,,,,,,
1-01458-7503,720-R1,8,2,495,1956,456286,14850000,32.5,68000000,149,173.8234,17299855.55,37.9145,,,,,,
1-01458-7504,1197-R1,8,2,16,1910,4267,200000,46.9,950000,223,260.1518,233462.6752,54.71354,,,,,,
1-01469-7501,649-R1,8,2,251,1962,273109,9150000,33.5,43500000,159,185.4894,10673400.14,39.0811,,,,,,
1-01473-7503,673-R1,8,2,36,1910,21145,635000,30,2910000,138,160.9908,740032.71,34.998,,,,,,
1-01493-7503,180-R1,8,2,17,1910,22751,680000,29.9,3110000,137,159.8242,793585.3663,34.88134,,,,,,
1-01495-7501,365-R1,8,2,56,1938,83594,2930000,35.1,13900000,166,193.6556,3422978.69,40.94766,,,,,,
1-01501-7501,810-R1,8,2,251,1969,487413,14620000,30,66900000,137,159.8242,17058480.17,34.998,,,,,,
1-01511-7501,522-R1,8,2,32,1916,48138,1400000,29.1,6410000,133,155.1578,1634191.712,33.94806,,,,,,
1-01514-7501,611-R1,8,2,16,1920,15101,440000,29.1,2010000,133,155.1578,512649.6541,33.94806,,,,,,
1-01516-7502,1260-R1,8,2,198,1972,295573,9200000,31.1,42100000,142,165.6572,10723760.86,36.28126,,,,,,
1-01524-7502,929-R1,8,2,112,1985,104951,3780000,36,18000000,172,200.6552,4407690.118,41.9976,,,,,,
1-01548-7501,585-R1,8,2,27,1925,16350,460000,28.1,2110000,129,150.4914,535976.871,32.78146,,,,,,
1-01373-7501,1518-R1,8,1,230,2004,184076,7180000,39,35999997,196,228.6536,8374979.402,45.4974,,,,,,
1-01373-7502,1714-R1,8,1,216,2006,185948,6000000,32.3,28699997,154,179.6564,7006740.059,37.68118,,,,,,
1-01374-7502,1304-R1,8,1,126,2002,220037,11750000,53,58899994,268,312.6488,13604843.7,61.8298,,,,,,
1-01375-7501,98-R1,8,1,36,1928,78349,2980000,38,14900003,190,221.654,3473273.849,44.3308,,,,,,
1-01376-7501,244-R1,8,1,13,1910,33255,1100000,33.1,5270001,158,184.3228,1284123.867,38.61446,,,,,,
1-01377-7501,14-R1,8,1,16,1925,58566,2300000,39.3,11500001,196,228.6536,2685097.657,45.84738,,,,,,
1-01377-7502,111-R1,8,1,68,1901,85219,3250000,38.1,16300006,191,222.8206,3787768.094,44.44746,,,,,,
1-01377-7503,379-R1,8,1,15,1910,24508,860000,35.1,4120000,168,195.9888,1003545.251,40.94766,,,,,,
1-01379-7502,1015-R1,8,1,66,1925,185696,9100000,49,45599998,246,286.9836,10615014.73,57.1634,,,,,,
1-01379-7504,1160-R1,8,1,18,1951,56729,3300000,58,16499997,291,339.4806,3838442.981,67.6628,,,,,,
1-01381-7501,400-R1,8,1,27,1934,25652,960000,37.4,4810002,188,219.3208,1119218.308,43.63084,,,,,,
1-01381-7503,598-R1,8,1,46,1941,62196,2050000,33,9819998,158,184.3228,2394409.169,38.4978,,,,,,
1-01381-7504,653-R1,8,1,19,1941,43682,1450000,33.2,6950001,159,185.4894,1691852.784,38.73112,,,,,,
1-01384-7501,897-R1,8,1,12,1927,56415,2260000,40.1,11300001,200,233.32,2639130.934,46.78066,,,,,,
1-01384-7502,1095-R1,8,1,48,1926,123994,6320000,51,31699997,256,298.6496,7377221.42,59.4966,,,,,,
1-01386-7501,193-R1,8,1,48,1928,92781,2950000,31.8,14100004,152,177.3232,3441978.404,37.09788,,,,,,
1-01386-7502,375-R1,8,1,16,1986,42830,1715000,40,8600000,201,234.4866,1998619.12,46.664,,,,,,
1-01388-7501,104-R1,8,1,98,1959,153046,6150000,40.2,30800014,201,234.4866,7177447.237,46.89732,,,,,,
1-01390-7501,23-R1,8,1,15,1928,24277,975000,40.2,4890002,201,234.4866,1138526.238,46.89732,,,,,,
1-01390-7502,94-R1,8,1,30,1982,42054,1700000,40.4,8529994,203,236.8198,1982031.935,47.13064,,,,,,
1-01391-7501,946-R1,8,1,12,1910,9445,310000,32.8,1479999,157,183.1562,361408.0136,38.26448,,,,,,
1-01392-7501,460-R1,8,1,111,1958,176897,6190000,35,29699991,168,195.9888,7222881.407,40.831,,,,,,
1-01393-7501,637-R1,8,1,13,1910,14977,585000,39.1,2930000,196,228.6536,683161.7766,45.61406,,,,,,
1-01394-7501,1101-R1,8,1,44,1998,158497,8320000,52,41700002,263,306.8158,9614935.21,60.6632,,,,,,
1-01395-7502,624-R1,8,1,27,1912,50302,1760000,35,8429999,168,195.9888,2053880.962,40.831,,,,,,
1-01395-7503,667-R1,8,1,48,1915,100093,3350000,33.5,16000000,160,186.656,3911744.542,39.0811,,,,,,
1-01397-7502,230-R1,8,1,12,1915,4777,170000,35.6,1351002,283,330.1478,198393.3959,41.53096,,,,,,
1-01397-7503,733-R1,8,1,157,1959,204524,7150000,35,34200008,167,194.8222,8350919.444,40.831,,,,,,
1-01397-7505,1729-R1,8,1,86,1927,128842,5200000,40.4,26099996,203,236.8198,6072405.919,47.13064,,,,,,
1-01398-7501,345-R1,8,1,205,1987,216171,9750000,45.1,48899997,226,263.6516,11373547.5,52.61366,,,,,,
1-01400-7501,1151-R1,8,1,93,2000,180846,9300000,51,46599994,258,300.9828,10759722.12,59.4966,,,,,,
1-01404-7501,151-R1,8,1,76,1969,106669,3950000,37,19799994,186,216.9876,4604282.05,43.1642,,,,,,
1-01404-7503,332-R1,8,1,97,1986,165624,7300000,44.1,36599993,221,257.8186,8520867.865,51.44706,,,,,,
1-01405-7501,103-R1,8,1,21,1982,34906,1470000,42.1,7369989,211,246.1526,1714368.397,49.11386,,,,,,
1-01407-7501,161-R1,8,1,138,1924,108820,3800000,34.9,18200008,167,194.8222,4430534.479,40.71434,,,,,,
1-01409-7501,299-R1,8,1,19,1986,41754,1630000,39,8170000,196,228.6536,1899698.44,45.4974,,,,,,
1-01410-7503,968-R1,8,1,73,1996,155731,7400000,47.5,37100001,238,277.6508,8629599.769,55.4135,,,,,,
1-01410-7504,1782-R1,8,1,38,1920,55758,1800000,32.3,8620001,155,180.823,2101027.234,37.68118,,,,,,
1-01411-7501,1077-R1,8,1,20,1999,68979,3175000,46,15900002,231,269.4846,3701661.464,53.6636,,,,,,
1-01411-7502,1760-R1,8,1,56,1942,79883,3100000,38.8,15500003,194,226.3204,3615830.503,45.26408,,,,,,
1-01412-7502,1158-R1,8,1,71,2000,165787,8200000,49.5,41100000,248,289.3168,9573652.153,57.7467,,,,,,
1-01412-7503,1407-R1,8,1,57,1942,87546,2360000,27,11299998,129,150.4914,2757541.417,31.4982,,,,,,
1-01413-7501,257-R1,8,1,66,1985,97000,3780000,39,19000000,196,228.6536,4413247.8,45.4974,,,,,,
1-01413-7502,1366-R1,8,1,14,1900,9285,280000,30.2,1340002,144,167.9904,327122.8062,35.23132,,,,,,
1-01414-7501,139-R1,8,1,137,1965,102271,3680000,36,18500001,181,211.1546,4295136.55,41.9976,,,,,,
1-01414-7502,1465-R1,8,1,62,2003,82086,2800000,34.1,13400003,163,190.1558,3265468.091,39.78106,,,,,,
1-01414-7503,1938-R1,8,1,42,2006,37492,1574664,42,3690005,98,114.3268,1837003.022,48.9972,,,,,,
1-01415-7501,307-R1,8,1,219,1986,254167,11000000,43.3,55200007,217,253.1522,12838935.92,50.51378,,,,,,
1-01419-7501,197-R1,8,1,88,1963,124765,4700000,37.7,23599991,189,220.4874,5487267.007,43.98082,,,,,,
1-01419-7502,529-R1,8,1,295,1987,318183,13100000,41.2,65700004,206,240.3196,15293122.26,48.06392,,,,,,
1-01419-7503,833-R1,8,1,287,1978,307730,11690000,38,58599986,190,221.654,13641917.08,44.3308,,,,,,
1-01420-7501,1951-R1,8,1,582,1951,925645,29620640,32,142005116,153,178.4898,34555438.62,37.3312,,,,,,
1-01423-7501,765-R1,8,1,283,1991,408657,20000000,48.9,99999998,245,285.817,23312549.63,57.04674,,,,,,
1-01432-7501,356-R1,8,1,30,1930,18869,625000,33.1,2989997,158,184.3228,728616.2457,38.61446,,,,,,
1-01435-7501,553-R1,8,1,157,1986,112099,4930000,44,24699995,220,256.652,5754086.51,51.3304,,,,,,
1-01436-7501,272-R1,8,1,110,1986,112573,4950000,44,24800000,220,256.652,5778417.119,51.3304,,,,,,
1-01436-7502,546-R1,8,1,93,1977,66688,2500000,37.5,12500004,187,218.1542,2917433.28,43.7475,,,,,,
1-01438-7501,1-R1,8,1,306,1965,504238,19000000,37.7,95299992,189,220.4874,22176800.72,43.98082,,,,,,
1-01439-7501,427-R1,8,1,127,1987,149981,6500000,43.3,32599997,217,253.1522,7576107.238,50.51378,,,,,,
1-01441-7501,693-R1,8,1,204,1956,203938,7750000,38,38900003,191,222.8206,9040734.69,44.3308,,,,,,
1-01443-7501,175-R1,8,1,20,1984,22283,800000,35.9,3830007,172,200.6552,933232.986,41.88094,,,,,,
1-01446-7501,514-R1,8,1,36,1988,70776,2950000,41.7,14800003,209,243.8194,3443055.643,48.64722,,,,,,
1-01446-7502,950-R1,8,1,75,1996,125555,5300000,42.2,26599994,212,247.3192,6181137.939,49.23052,,,,,,
1-01446-7503,1521-R1,8,1,13,2005,33133,1420000,42.9,7119999,215,250.819,1658211.89,50.04714,,,,,,
1-01449-7501,196-R1,8,1,197,1985,238634,10000000,41.9,50199969,210,244.986,11664558.78,48.88054,,,,,,
1-01451-7501,1254-R1,8,1,86,2000,187530,8600000,45.9,43099997,230,268.318,10041657.66,53.54694,,,,,,
1-01455-7501,1144-R1,8,1,218,1999,310519,14600000,47,73200011,236,275.3176,17025818.87,54.8302,,,,,,
1-01457-7501,269-R1,8,1,54,1985,55942,2240000,40,11200019,200,233.32,2610477.488,46.664,,,,,,
1-01460-7501,352-R1,8,1,158,1959,142140,5000000,35.2,23999996,169,197.1554,5836882.445,41.06432,,,,,,
1-01461-7501,1974-R1,8,1,128,2005,246580,0,0,15587445,63,73.4958,0,0,,,,,,
1-01464-7501,134-R1,8,1,216,1984,248163,9950000,40.1,49900004,201,234.4866,11609228.93,46.78066,,,,,,
1-01466-7501,741-R1,8,1,205,1990,322581,13870000,43,69600006,216,251.9856,16181888.77,50.1638,,,,,,
1-01467-7501,687-R1,8,1,28,1910,19747,680000,34.4,3260004,165,192.489,792467.6469,40.13104,,,,,,
1-01469-7502,1944-R1,8,1,11,2007,33480,1679000,50,8419991,251,292.8166,1952888.4,58.33,,,,,,
1-01470-7501,1203-R1,8,1,181,1999,200000,9500000,47.5,47599997,238,277.6508,11082700,55.4135,,,,,,
1-01471-7501,1300-R1,8,1,26,1900,24989,850000,34,4070000,163,190.1558,991173.6916,39.6644,,,,,,
1-01473-7501,246-R1,8,1,208,1986,205982,8200000,39.8,41099984,200,233.32,9563884.328,46.43068,,,,,,
1-01473-7502,593-R1,8,1,120,1959,141945,4750000,33.5,22800005,161,187.8226,5547366.74,39.0811,,,,,,
1-01473-7504,1458-R1,8,1,53,2004,108075,4340000,40.2,21800000,202,235.6532,5068427.859,46.89732,,,,,,
1-01483-7501,610-R1,8,1,147,1989,233223,8500000,36.4,42600003,183,213.4878,9903637.446,42.46424,,,,,,
1-01484-7501,1798-R1,8,1,358,1985,470423,22500000,47.8,112999968,240,279.984,26232423.55,55.76348,,,,,,
1-01487-7501,239-R1,8,1,95,1956,50038,1560000,31.2,7469996,149,173.8234,1821279.121,36.39792,,,,,,
1-01487-7502,419-R1,8,1,209,1986,317169,13300000,41.9,66699998,210,244.986,15503391.99,48.88054,,,,,,
1-01491-7501,26-R1,8,1,126,1973,199534,6780000,34,32500018,163,190.1558,7914396.39,39.6644,,,,,,
1-01491-7502,35-R1,8,1,13,1926,50888,1830000,36,9180000,180,209.988,2137173.869,41.9976,,,,,,
1-01492-7501,531-R1,8,1,50,1987,101117,3790000,37.5,19000002,188,219.3208,4423615.958,43.7475,,,,,,
1-01493-7501,51-R1,8,1,32,1981,50384,1765000,35,8449997,168,195.9888,2057229.104,40.831,,,,,,
1-01493-7504,912-R1,8,1,23,1929,52387,1680000,32.1,8049999,154,179.6564,1961781.042,37.44786,,,,,,
1-01496-7501,444-R1,8,1,92,1987,152249,5940000,39,29800001,196,228.6536,6926933.653,45.4974,,,,,,
1-01497-7501,825-R1,8,1,54,1928,140295,5620000,40.1,28200001,201,234.4866,6563092.695,46.78066,,,,,,
1-01497-7501,825-R2,8,1,12,1928,3812,152000,39.9,761998,200,233.32,177438.4601,46.54734,,,,,,
1-01498-7501,164-R1,8,1,46,1924,97767,3120000,31.9,14900002,152,177.3232,3638353.932,37.21454,,,,,,
1-01499-7501,343-R1,8,1,18,1986,60288,2410000,40,12100000,201,234.4866,2813279.232,46.664,,,,,,
1-01505-7501,28-R1,8,1,29,1980,23232,840000,36.2,4210003,181,211.1546,981108.7334,42.23092,,,,,,
1-01505-7502,100-R1,8,1,215,1984,299069,12500000,41.8,62699995,210,244.986,14583764.83,48.76388,,,,,,
1-01507-7501,232-R1,8,1,17,1985,25633,905000,35.3,4340003,169,197.1554,1055592.06,41.18098,,,,,,
1-01510-7501,1698-R1,8,1,94,1985,138096,5700000,41.3,28576758,207,241.4862,6653545.376,48.18058,,,,,,
1-01512-7502,1824-R1,8,1,33,1981,59931,2150000,35.9,10299992,172,200.6552,2509966.615,41.88094,,,,,,
1-01513-7501,318-R1,8,1,219,1987,285668,10850000,38,54399998,190,221.654,12663890.97,44.3308,,,,,,
1-01513-7502,1308-R1,8,1,102,1986,82637,3385000,41,17000000,206,240.3196,3952577.292,47.8306,,,,,,
1-01515-7501,264-R1,8,1,65,1939,60335,1870000,31,8960000,149,173.8234,2181991.141,36.1646,,,,,,
1-01515-7502,782-R1,8,1,221,1981,346269,14550000,42,73000015,211,246.1526,16966211.45,48.9972,,,,,,
1-01515-7503,842-R1,8,1,241,1991,343000,14000000,40.8,70199994,205,239.153,16325867.04,47.59728,,,,,,
1-01516-7501,422-R1,8,1,42,1928,50156,1560000,31.1,7469998,149,173.8234,1819722.877,36.28126,,,,,,
1-01517-7501,454-R1,8,1,59,1929,71863,2000000,27.8,9580000,133,155.1578,2330623.447,32.43148,,,,,,
1-01518-7501,170-R1,8,1,104,1962,88510,2830000,32,13600003,154,179.6564,3304184.512,37.3312,,,,,,
1-01519-7501,1358-R1,8,1,94,2003,199437,8750000,43.9,43899995,220,256.652,10213914.66,51.21374,,,,,,
1-01521-7501,742-R1,8,1,30,1989,43060,1785000,41.5,8949996,208,242.6528,2084702.534,48.4139,,,,,,
1-01524-7501,526-R1,8,1,59,1928,95534,2675000,28,12800002,134,156.3244,3120599.003,32.6648,,,,,,
1-01526-7501,895-R1,8,1,100,1926,194747,8570000,44,43000001,221,257.8186,9996441.409,51.3304,,,,,,
1-01526-7502,1242-R1,8,1,147,1963,175375,5000000,28.5,23999986,137,159.8242,5830885.538,33.2481,,,,,,
1-01527-7501,172-R1,8,1,61,1985,99039,3665000,37,18399996,186,216.9876,4274939.204,43.1642,,,,,,
1-01527-7502,1886-R1,8,1,40,1974,28559,900000,31.5,4310000,151,176.1566,1049483.276,36.7479,,,,,,
1-01532-7501,706-R1,8,1,60,1981,59228,2280000,38.5,11400001,192,223.9872,2660172.315,44.9141,,,,,,
1-01534-7501,404-R1,8,1,253,1987,235069,9170000,39,45999994,196,228.6536,10695028.32,45.4974,,,,,,
1-01534-7502,1738-R1,8,1,19,1920,8600,340000,39.5,1710004,199,232.1534,396294.02,46.0807,,,,,,
1-01536-7501,1277-R1,8,1,1258,1975,1496819,54630000,36.5,274000010,183,213.4878,63735900.16,42.5809,,,,,,
1-01539-7501,234-R1,8,1,290,1985,391767,14180000,36.2,71099988,181,211.1546,16544680.84,42.23092,,,,,,
1-01540-7501,1767-R1,8,1,43,1989,43065,1590000,36.9,7970004,185,215.821,1853842.31,43.04754,,,,,,
1-01542-7501,250-R1,8,1,538,1974,433154,15680000,36.2,78600040,181,211.1546,18292491.92,42.23092,,,,,,
1-01543-7501,726-R1,8,1,328,1973,331552,9950000,30,47699995,144,167.9904,11603656.9,34.998,,,,,,
1-01544-7501,1586-R1,8,1,149,1998,213419,8750000,41,43895164,206,240.3196,10207958.82,47.8306,,,,,,
1-01547-7501,1346-R1,8,1,14,1915,7921,240000,30.3,1149997,145,169.157,279991.3496,35.34798,,,,,,
1-01550-7501,768-R1,8,1,163,1988,273330,10100000,37,50699992,185,215.821,11798070.79,43.1642,,,,,,
1-01552-7501,322-R1,8,1,26,1910,13796,410000,29.7,1960002,142,165.6572,478004.0839,34.64802,,,,,,
1-01552-7502,507-R1,8,1,31,1987,25593,910000,35.6,4359999,170,198.322,1062901.859,41.53096,,,,,,
1-01554-7501,2006-R1,8,1,154,2000,181821,7730000,42.5,38800003,213,248.4858,9014776.091,49.5805,,,,,,
1-01555-7501,524-R1,8,1,221,1987,220209,7930000,36,39800002,181,211.1546,9248249.498,41.9976,,,,,,
1-01557-7501,483-R1,8,1,18,1987,17550,630000,35.9,3020000,172,200.6552,735010.497,41.88094,,,,,,
1-01562-7501,1539-R1,8,1,120,2005,180466,6590000,36.5,32999995,183,213.4878,7684404.699,42.5809,,,,,,
1-01564-7502,396-R1,8,1,88,1986,105768,4130000,39,20699992,196,228.6536,4812169.003,45.4974,,,,,,
1-01565-7501,942-R1,8,1,45,1935,51750,1450000,28,6949998,134,156.3244,1690403.4,32.6648,,,,,,
1-01566-7501,440-R1,8,1,142,1986,167332,6700000,40,33599999,201,234.4866,7808380.448,46.664,,,,,,
1-01569-7501,117-R1,8,1,82,1910,109500,3390000,31,16200002,148,172.6568,3960023.7,36.1646,,,,,,
1-01569-7502,605-R1,8,1,197,1963,163567,4830000,29.5,23100011,141,164.4906,5629109.235,34.4147,,,,,,
1-01569-7503,1701-R1,8,1,128,1999,112798,4180000,37.1,21000015,186,216.9876,4881994.446,43.28086,,,,,,
1-01576-7501,277-R1,8,1,91,1986,81223,2685000,33.1,12900002,159,185.4894,3136382.285,38.61446,,,,,,
1-01577-7501,33-R1,8,1,163,1964,103108,3040000,29.5,14600003,142,165.6572,3548430.888,34.4147,,,,,,
1-01577-7502,45-R1,8,1,68,1981,137403,5150000,37.5,25800000,188,219.3208,6011037.743,43.7475,,,,,,
1-01577-7503,207-R1,8,1,16,1981,18290,625000,34.2,2989997,163,190.1558,729729.2988,39.89772,,,,,,
1-01578-7501,517-R1,8,1,82,1988,118052,4750000,40.2,23799997,202,235.6532,5536322.421,46.89732,,,,,,
1-01578-7502,1481-R1,8,1,32,1910,12888,410000,31.8,1959993,152,177.3232,478117.4774,37.09788,,,,,,
1-01580-7501,1130-R1,8,1,40,1999,119396,5250000,44,26300003,220,256.652,6128644.438,51.3304,,,,,,
1-01584-7501,1837-R1,8,1,96,2005,268404,10700000,39.9,53700004,200,233.32,12493492.25,46.54734,,,,,,
1-01602-7501,1167-R1,8,1,60,1924,108700,3700000,34,17700003,163,190.1558,4311520.28,39.6644,,,,,,
1-01607-7501,1669-R1,8,1,51,1928,120464,4100000,34,19600000,163,190.1558,4778132.282,39.6644,,,,,,
1-01613-7501,267-R1,8,1,59,1925,63284,1580000,24.97,6860011,108,125.9928,1843463.047,29.130002,,,,,,
1-01614-7501,1285-R1,8,1,11,2003,7742,190000,24.54,824999,107,124.8262,221640.7941,28.628364,,,,,,
1-01424-7503,1797-R1,8,0,16,1900,9237,325000,35.2,1560001,169,197.1554,379311.1238,41.06432,,,,,,
1-01551-7501,500-R1,8,0,14,1915,8345,295000,35.4,1410002,169,197.1554,344628.8058,41.29764,,,,,,
1-01566-7502,1482-R1,8,0,39,1920,7225,200000,27.7,958000,133,155.1578,233474.5745,32.31482,,,,,,
1-01115-7502,1219-R1,9,2,277,1981,276911,11353351,41,54000000,195,216.4695,12603354.95,45.5141,,,,,,
1-01124-7501,181-R1,9,2,142,1926,114510,4122360,36,19600000,171,189.8271,4576231.836,39.9636,,,,,,
1-01141-7502,601-R1,9,2,272,1977,218992,8759680,40,41600000,190,210.919,9724120.768,44.404,,,,,,
1-01143-7503,523-R1,9,2,35,1900,36236,1268260,35,6030000,166,184.2766,1407895.426,38.8535,,,,,,
1-01146-7501,270-R1,9,2,62,1952,70100,2383400,34,11300000,161,178.7261,2645812.34,37.7434,,,,,,
1-01147-7501,823-R1,9,2,132,1925,181976,5823232,32,26700000,147,163.1847,6464369.843,35.5232,,,,,,
1-01151-7501,759-R1,9,2,248,1991,264070,10562800,40,50600000,192,213.1392,11725764.28,44.404,,,,,,
1-01151-7501,759-R2,9,2,132,1991,92422,3696880,40,17600000,190,210.919,4103906.488,44.404,,,,,,
1-01158-7501,408-R1,9,2,508,1963,471630,13205640,28,60500000,128,142.0928,14659580.96,31.0828,,,,,,
1-01158-7502,410-R1,9,2,452,1965,493268,13811504,28,63200000,128,142.0928,15332150.59,31.0828,,,,,,
1-01158-7503,414-R1,9,2,454,1963,452258,12663224,28,58000000,128,142.0928,14057444.96,31.0828,,,,,,
1-01158-7504,407-R1,9,2,561,1964,640079,17922212,28,82100000,128,142.0928,19895447.54,31.0828,,,,,,
1-01158-7505,409-R1,9,2,484,1965,474360,13282080,28,60800000,128,142.0928,14744437.01,31.0828,,,,,,
1-01167-7501,650-R1,9,2,110,1924,107050,3532650,33,16200000,151,167.6251,3921594.765,36.6333,,,,,,
1-01170-7501,627-R1,9,2,272,1975,226556,7929460,35,37700000,166,184.2766,8802493.546,38.8535,,,,,,
1-01179-7501,411-R1,9,2,403,1962,421100,11790800,28,54000000,128,142.0928,13088967.08,31.0828,,,,,,
1-01179-7502,412-R1,9,2,432,1962,383760,10745280,28,49200000,128,142.0928,11928335.33,31.0828,,,,,,
1-01179-7503,413-R1,9,2,543,1962,533710,14943880,28,68400000,128,142.0928,16589201.19,31.0828,,,,,,
1-01212-7501,36-R1,9,2,134,1900,148751,4611281,31,21100000,142,157.6342,5118983.038,34.4131,,,,,,
1-01213-7504,722-R1,9,2,59,0,48846,1416534,29,6490000,133,147.6433,1572494.393,32.1929,,,,,,
1-01223-7501,357-R1,9,2,93,1930,100964,3028920,30,13900000,138,153.1938,3362404.092,33.303,,,,,,
1-01230-7501,590-R1,9,2,97,1923,155319,4659570,30,21300000,137,152.0837,5172588.657,33.303,,,,,,
1-01232-7501,616-R1,9,2,76,1915,147022,4410660,30,20200000,137,152.0837,4896273.666,33.303,,,,,,
1-01234-7501,600-R1,9,2,354,1987,412000,15656000,38,74400000,181,200.9281,17379725.6,42.1838,,,,,,
1-01236-7501,428-R1,9,2,142,1986,134054,4691890,35,22300000,166,184.2766,5208467.089,38.8535,,,,,,
1-01245-7501,29-R1,9,2,17,1920,25216,832128,33,3810000,151,167.6251,923745.2928,36.6333,,,,,,
1-01870-7502,438-R1,9,2,79,1911,163616,3100000,18.95,11900000,73,81.0373,3441890.804,21.036395,,,,,,
1-01874-7501,362-R1,9,2,345,1927,221974,5550000,25,23400000,105,116.5605,6160333.435,27.7525,,,,,,
1-01883-7501,532-R1,9,2,135,1930,147648,3550000,24.04,15000000,102,113.2302,3940253.237,26.686804,,,,,,
1-01893-7501,831-R1,9,2,137,1920,165106,3960000,23.98,16700000,101,112.1201,4395154.411,26.620198,,,,,,
1-01894-7501,497-R1,9,2,151,1926,192853,3800000,19.7,16000000,83,92.1383,4217496.471,21.86897,,,,,,
1-01896-7501,202-R1,9,2,46,1911,63300,1360000,21.48,5740000,91,101.0191,1509385.208,23.844948,,,,,,
1-00849-7507,160-R1,9,1,680,1965,665236,24613732,37,122999993,185,205.3685,27323703.89,41.0737,,,,,,
1-01113-7501,62-R1,9,1,166,1982,202235,8089400,40,40599990,201,223.1301,8980042.94,44.404,,,,,,
1-01113-7502,953-R1,9,1,158,1960,415113,19925424,48,99900000,241,267.5341,22119213.18,53.2848,,,,,,
1-01114-7501,184-R1,9,1,94,1930,125900,4532400,36,22699982,180,199.818,5031417.24,39.9636,,,,,,
1-01114-7502,941-R1,9,1,120,1987,146748,5576424,38,27999999,191,212.0291,6190388.282,42.1838,,,,,,
